code,region,pref,addr,name,elevation,feet,lng,lat,lat2,lng2,point,num,dates,expire,last,call,sname,selevation,sdiff,slng,slat,gsi
JA/OY-040,"Japan - Honshu",Okayama,JA/OY-040,862,2828,133.6445,35.1986,133.6445,35.1986,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-040(JA/OY-040),692,168.9,133.6375556,35.207,http://maps.gsi.go.jp/#15/35.1986/133.6445
JA/OY-041,"Japan - Honshu",Okayama,JA/OY-041,856,2808,133.5231,35.143,133.5231,35.143,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-041(JA/OY-041),657.1,196.8,133.5056667,35.14588889,http://maps.gsi.go.jp/#15/35.1430/133.5231
JA/OY-042,"Japan - Honshu",Okayama,JA/OY-042,853,2799,133.9983,35.202,133.9983,35.202,6,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-042(JA/OY-042),637.4,215.3,133.9984444,35.21488889,http://maps.gsi.go.jp/#15/35.2020/133.9983
JA/OY-043,"Japan - Honshu",Okayama,JA/OY-043,832,2730,134.0507,35.146,134.0507,35.146,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-043(JA/OY-043),578.2,253.3,134.0158889,35.15911111,http://maps.gsi.go.jp/#15/35.1460/134.0507
JA/OY-044,"Japan - Honshu",Okayama,JA/OY-044,821,2694,133.513,35.0645,133.513,35.0645,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-044(JA/OY-044),621.3,199.7,133.5152222,35.08822222,http://maps.gsi.go.jp/#15/35.0645/133.5130
JA/OY-045,"Japan - Honshu",Okayama,JA/OY-045,810,2657,133.3442,35.0704,133.3442,35.0704,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-045(JA/OY-045),617.2,195.2,133.33,35.06744444,http://maps.gsi.go.jp/#15/35.0704/133.3442
JA/OY-046,"Japan - Honshu",Okayama,JA/OY-046,791,2595,134.103,35.1396,134.103,35.1396,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-046(JA/OY-046),520.9,271.3,134.1142222,35.14822222,http://maps.gsi.go.jp/#15/35.1396/134.1030
JA/OY-047,"Japan - Honshu",Okayama,JA/OY-047,785,2575,133.7629,35.2786,133.7629,35.2786,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-047(JA/OY-047),518,264.6,133.721,35.319,http://maps.gsi.go.jp/#15/35.2786/133.7629
JA/OY-048,"Japan - Honshu",Okayama,Tenjinyama,777,2549,133.4289,34.8575,133.4289,34.8575,4,0,01/07/2015,31/12/2099,0,"","",Saddle-Tenjinyama(JA/OY-048),389.3,386.7,133.3005556,34.907,http://maps.gsi.go.jp/#15/34.8575/133.4289
JA/OY-049,"Japan - Honshu",Okayama,JA/OY-049,776,2546,133.3402,35.106,133.3402,35.106,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-049(JA/OY-049),534.9,239.4,133.3321111,35.10022222,http://maps.gsi.go.jp/#15/35.1060/133.3402
JA/OY-050,"Japan - Honshu",Okayama,JA/OY-050,773,2536,133.4125,34.8746,133.4125,34.8746,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-050(JA/OY-050),562.7,209.8,133.419,34.85822222,http://maps.gsi.go.jp/#15/34.8746/133.4125
JA/OY-051,"Japan - Honshu",Okayama,JA/OY-051,766,2513,133.6948,35.2615,133.6948,35.2615,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-051(JA/OY-051),528.1,237.2,133.6897778,35.24733333,http://maps.gsi.go.jp/#15/35.2615/133.6948
JA/OY-052,"Japan - Honshu",Okayama,JA/OY-052,766,2513,133.8379,35.1383,133.8379,35.1383,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-052(JA/OY-052),497.3,264.6,133.8692222,35.17755556,http://maps.gsi.go.jp/#15/35.1383/133.8379
JA/OY-053,"Japan - Honshu",Okayama,Aratoyama,762,2500,133.3725,34.933,133.3725,34.933,4,0,01/07/2015,31/12/2099,0,"","",Saddle-Aratoyama(JA/OY-053),487.8,273.2,133.3838889,34.87144444,http://maps.gsi.go.jp/#15/34.9330/133.3725
JA/OY-054,"Japan - Honshu",Okayama,JA/OY-054,731,2398,133.3355,34.8448,133.3355,34.8448,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-054(JA/OY-054),527.8,202.9,133.3483333,34.90566667,http://maps.gsi.go.jp/#15/34.8448/133.3355
JA/OY-055,"Japan - Honshu",Okayama,JA/OY-055,724,2375,133.5002,34.8765,133.5002,34.8765,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-055(JA/OY-055),326.4,396.6,133.4538889,34.87566667,http://maps.gsi.go.jp/#15/34.8765/133.5002
JA/OY-056,"Japan - Honshu",Okayama,JA/OY-056,724,2375,133.6993,35.1932,133.6993,35.1932,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-056(JA/OY-056),538.3,184.7,133.6697778,35.19033333,http://maps.gsi.go.jp/#15/35.1932/133.6993
JA/OY-058,"Japan - Honshu",Okayama,JA/OY-058,711,2333,133.3535,35.0842,133.3535,35.0842,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-058(JA/OY-058),516.6,194.2,133.348,35.08944444,http://maps.gsi.go.jp/#15/35.0842/133.3535
JA/OY-059,"Japan - Honshu",Okayama,JA/OY-059,709,2326,134.3534,35.1648,134.3534,35.1648,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-059(JA/OY-059),521.1,181.3,134.3578889,35.16977778,http://maps.gsi.go.jp/#15/35.1648/134.3534
JA/OY-060,"Japan - Honshu",Okayama,Oohirayama,698,2290,133.7068,34.899,133.7068,34.899,4,0,01/07/2015,31/12/2099,0,"","",Saddle-Oohirayama(JA/OY-060),251.6,446,133.6118889,34.91766667,http://maps.gsi.go.jp/#15/34.8990/133.7068
JA/OY-061,"Japan - Honshu",Okayama,JA/OY-061,689,2260,133.8947,34.9765,133.8947,34.9765,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-061(JA/OY-061),209.8,478.5,133.8214444,35.05977778,http://maps.gsi.go.jp/#15/34.9765/133.8947
JA/OY-062,"Japan - Honshu",Okayama,JA/OY-062,688,2257,133.5701,34.9826,133.5701,34.9826,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-062(JA/OY-062),351.8,333.8,133.5888889,35.02788889,http://maps.gsi.go.jp/#15/34.9826/133.5701
JA/OY-063,"Japan - Honshu",Okayama,JA/OY-063,688,2257,133.8165,35.1612,133.8165,35.1612,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-063(JA/OY-063),496.5,189.3,133.8211111,35.16777778,http://maps.gsi.go.jp/#15/35.1612/133.8165
JA/OY-064,"Japan - Honshu",Okayama,JA/OY-064,683,2241,133.6869,35.2241,133.6869,35.2241,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-064(JA/OY-064),476.8,205,133.6654444,35.22788889,http://maps.gsi.go.jp/#15/35.2241/133.6869
JA/OY-065,"Japan - Honshu",Okayama,JA/OY-065,681,2234,134.0544,35.2024,134.0544,35.2024,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-065(JA/OY-065),475.6,205.8,134.0555556,35.211,http://maps.gsi.go.jp/#15/35.2024/134.0544
JA/OY-066,"Japan - Honshu",Okayama,JA/OY-066,664,2178,133.8329,35.1012,133.8329,35.1012,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-066(JA/OY-066),288.7,374.4,133.8371111,35.11966667,http://maps.gsi.go.jp/#15/35.1012/133.8329
JA/OY-067,"Japan - Honshu",Okayama,JA/OY-067,663,2175,133.4703,34.8492,133.4703,34.8492,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-067(JA/OY-067),509.6,153.1,133.469,34.86188889,http://maps.gsi.go.jp/#15/34.8492/133.4703
JA/OY-068,"Japan - Honshu",Okayama,JA/OY-068,656,2152,133.3758,34.8113,133.3758,34.8113,4,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-068(JA/OY-068),497.1,156.7,133.3781111,34.80155556,http://maps.gsi.go.jp/#15/34.8113/133.3758
JA/OY-069,"Japan - Honshu",Okayama,JA/OY-069,648,2126,133.4879,34.9965,133.4879,34.9965,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-069(JA/OY-069),441.9,204.7,133.5101111,34.99111111,http://maps.gsi.go.jp/#15/34.9965/133.4879
JA/OY-070,"Japan - Honshu",Okayama,JA/OY-070,646,2119,133.6459,35.0056,133.6459,35.0056,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-070(JA/OY-070),437.2,208.4,133.6096667,35.01955556,http://maps.gsi.go.jp/#15/35.0056/133.6459
JA/OY-072,"Japan - Honshu",Okayama,JA/OY-072,622,2041,133.48,34.9218,133.48,34.9218,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-072(JA/OY-072),418.3,202.4,133.4825556,34.89522222,http://maps.gsi.go.jp/#15/34.9218/133.4800
JA/OY-073,"Japan - Honshu",Okayama,JA/OY-073,608,1995,133.6929,34.8246,133.6929,34.8246,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-073(JA/OY-073),337.4,270,133.6685556,34.83744445,http://maps.gsi.go.jp/#15/34.8246/133.6929
JA/OY-074,"Japan - Honshu",Okayama,JA/OY-074,599,1965,133.5201,34.8312,133.5201,34.8312,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-074(JA/OY-074),368,230,133.5006667,34.831,http://maps.gsi.go.jp/#15/34.8312/133.5201
JA/OY-075,"Japan - Honshu",Okayama,JA/OY-075,591,1939,133.598,34.8867,133.598,34.8867,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-075(JA/OY-075),337.5,253.4,133.6406667,34.91066667,http://maps.gsi.go.jp/#15/34.8867/133.5980
JA/OY-076,"Japan - Honshu",Okayama,JA/OY-076,586,1923,133.5853,35.042,133.5853,35.042,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-076(JA/OY-076),387.1,198.2,133.5854444,35.08322222,http://maps.gsi.go.jp/#15/35.0420/133.5853
JA/OY-077,"Japan - Honshu",Okayama,JA/OY-077,586,1923,133.6288,34.7633,133.6288,34.7633,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-077(JA/OY-077),357.8,227.5,133.6756667,34.80133333,http://maps.gsi.go.jp/#15/34.7633/133.6288
JA/OY-078,"Japan - Honshu",Okayama,JA/OY-078,584,1916,134.2682,35.1064,134.2682,35.1064,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-078(JA/OY-078),398.5,184.7,134.2885556,35.13966667,http://maps.gsi.go.jp/#15/35.1064/134.2682
JA/OY-079,"Japan - Honshu",Okayama,JA/OY-079,583,1913,133.8455,34.9036,133.8455,34.9036,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-079(JA/OY-079),248.3,334.4,133.7596667,34.88244444,http://maps.gsi.go.jp/#15/34.9036/133.8455
JA/OY-080,"Japan - Honshu",Okayama,JA/OY-080,580,1903,134.3123,35.1163,134.3123,35.1163,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-080(JA/OY-080),331.7,248.3,134.3091111,35.12822222,http://maps.gsi.go.jp/#15/35.1163/134.3123
JA/OY-081,"Japan - Honshu",Okayama,JA/OY-081,570,1870,133.6785,35.0203,133.6785,35.0203,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-081(JA/OY-081),326.7,245.3,133.662,35.02655556,http://maps.gsi.go.jp/#15/35.0203/133.6785
JA/OY-082,"Japan - Honshu",Okayama,JA/OY-082,569,1867,133.3061,34.8889,133.3061,34.8889,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-082(JA/OY-082),416.7,151.8,133.3293333,34.90455556,http://maps.gsi.go.jp/#15/34.8889/133.3061
JA/OY-085,"Japan - Honshu",Okayama,JA/OY-085,541,1775,133.5199,34.7601,133.5199,34.7601,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-085(JA/OY-085),346.4,194.7,133.489,34.68633333,http://maps.gsi.go.jp/#15/34.7601/133.5199
JA/OY-086,"Japan - Honshu",Okayama,Hattoujisan,538,1765,134.2522,34.9232,134.2522,34.9232,2,0,01/07/2015,31/12/2099,0,"","",Saddle-Hattoujisan(JA/OY-086),201.8,334.2,134.2708889,34.98211111,http://maps.gsi.go.jp/#15/34.9232/134.2522
JA/OY-087,"Japan - Honshu",Okayama,JA/OY-087,537,1762,133.5174,35.0181,133.5174,35.0181,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-087(JA/OY-087),347.8,187.7,133.524,35.02366667,http://maps.gsi.go.jp/#15/35.0181/133.5174
JA/OY-088,"Japan - Honshu",Okayama,JA/OY-088,527,1729,133.9257,34.9577,133.9257,34.9577,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-088(JA/OY-088),299.7,226.2,133.9101111,34.95722222,http://maps.gsi.go.jp/#15/34.9577/133.9257
JA/OY-089,"Japan - Honshu",Okayama,JA/OY-089,526,1726,133.5539,34.9097,133.5539,34.9097,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-089(JA/OY-089),352.3,173.5,133.5467778,34.91444444,http://maps.gsi.go.jp/#15/34.9097/133.5539
JA/OY-090,"Japan - Honshu",Okayama,JA/OY-090,519,1703,134.1334,34.8897,134.1334,34.8897,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-090(JA/OY-090),248.5,269.9,134.1717778,34.89333333,http://maps.gsi.go.jp/#15/34.8897/134.1334
JA/OY-091,"Japan - Honshu",Okayama,JA/OY-091,518,1699,133.6145,34.8384,133.6145,34.8384,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-091(JA/OY-091),251.6,265.3,133.6083333,34.85522222,http://maps.gsi.go.jp/#15/34.8384/133.6145
JA/OY-092,"Japan - Honshu",Okayama,JA/OY-092,517,1696,134.0246,34.9518,134.0246,34.9518,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-092(JA/OY-092),184.1,331.8,133.9611111,34.96811111,http://maps.gsi.go.jp/#15/34.9518/134.0246
JA/OY-093,"Japan - Honshu",Okayama,JA/OY-093,515,1690,133.4538,34.973,133.4538,34.973,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-093(JA/OY-093),326.5,186.9,133.4284444,34.98711111,http://maps.gsi.go.jp/#15/34.9730/133.4538
JA/OY-094,"Japan - Honshu",Okayama,JA/OY-094,514,1686,133.5311,34.8917,133.5311,34.8917,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-094(JA/OY-094),282,232.1,133.5211111,34.88533333,http://maps.gsi.go.jp/#15/34.8917/133.5311
JA/OY-096,"Japan - Honshu",Okayama,JA/OY-096,509,1670,134.1215,34.7564,134.1215,34.7564,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-096(JA/OY-096),82.7,425.7,134.1697778,34.76,http://maps.gsi.go.jp/#15/34.7564/134.1215
JA/OY-097,"Japan - Honshu",Okayama,JA/OY-097,500,1640,133.6148,34.7474,133.6148,34.7474,2,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-097(JA/OY-097),307.5,192.9,133.58,34.71966667,http://maps.gsi.go.jp/#15/34.7474/133.6148
JA/OY-098,"Japan - Honshu",Okayama,Kanayama,499,1637,133.9407,34.7448,133.9407,34.7448,1,0,01/07/2015,31/12/2099,0,"","",Saddle-Kanayama(JA/OY-098),127.8,371.4,133.9122222,34.74988889,http://maps.gsi.go.jp/#15/34.7448/133.9407
JA/OY-099,"Japan - Honshu",Okayama,JA/OY-099,490,1608,134.0023,34.8891,134.0023,34.8891,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-099(JA/OY-099),317.5,171,134.0062222,34.91222222,http://maps.gsi.go.jp/#15/34.8891/134.0023
JA/OY-100,"Japan - Honshu",Okayama,JA/OY-100,484,1588,133.791,35.0602,133.791,35.0602,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-100(JA/OY-100),236.4,245.7,133.8002222,35.069,http://maps.gsi.go.jp/#15/35.0602/133.7910
JA/OY-101,"Japan - Honshu",Okayama,JA/OY-101,480,1575,133.9855,35.0291,133.9855,35.0291,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-101(JA/OY-101),198.6,281.7,133.9875556,34.94711111,http://maps.gsi.go.jp/#15/35.0291/133.9855
JA/OY-102,"Japan - Honshu",Okayama,JA/OY-102,475,1558,133.8762,35.1262,133.8762,35.1262,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-102(JA/OY-102),265.9,207.8,133.8741111,35.13511111,http://maps.gsi.go.jp/#15/35.1262/133.8762
JA/OY-103,"Japan - Honshu",Okayama,JA/OY-103,471,1545,134.1957,34.9164,134.1957,34.9164,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-103(JA/OY-103),257.5,213.3,134.2163333,34.91022222,http://maps.gsi.go.jp/#15/34.9164/134.1957
JA/OY-104,"Japan - Honshu",Okayama,JA/OY-104,471,1545,133.7534,34.7422,133.7534,34.7422,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-104(JA/OY-104),237.5,233.1,133.7471111,34.75466667,http://maps.gsi.go.jp/#15/34.7422/133.7534
JA/OY-105,"Japan - Honshu",Okayama,JA/OY-105,464,1522,134.1869,34.8999,134.1869,34.8999,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-105(JA/OY-105),277.2,185.6,134.1958889,34.90255556,http://maps.gsi.go.jp/#15/34.8999/134.1869
JA/OY-106,"Japan - Honshu",Okayama,JA/OY-106,458,1503,133.9715,34.7511,133.9715,34.7511,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-106(JA/OY-106),116.4,341.2,133.986,34.82277778,http://maps.gsi.go.jp/#15/34.7511/133.9715
JA/OY-107,"Japan - Honshu",Okayama,JA/OY-107,447,1467,134.0801,34.8775,134.0801,34.8775,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-107(JA/OY-107),207.9,238.4,134.0317778,34.88166667,http://maps.gsi.go.jp/#15/34.8775/134.0801
JA/OY-108,"Japan - Honshu",Okayama,JA/OY-108,443,1453,133.8268,34.7931,133.8268,34.7931,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-108(JA/OY-108),267.2,175.8,133.8064444,34.80844445,http://maps.gsi.go.jp/#15/34.7931/133.8268
JA/OY-109,"Japan - Honshu",Okayama,JA/OY-109,432,1417,134.1782,34.8847,134.1782,34.8847,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-109(JA/OY-109),279.5,151.4,134.1858889,34.88322222,http://maps.gsi.go.jp/#15/34.8847/134.1782
JA/OY-111,"Japan - Honshu",Okayama,JA/OY-111,422,1385,134.2792,34.8282,134.2792,34.8282,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-111(JA/OY-111),232.6,189.5,134.2584444,34.86388889,http://maps.gsi.go.jp/#15/34.8282/134.2792
JA/OY-112,"Japan - Honshu",Okayama,JA/OY-112,417,1368,133.8599,34.7829,133.8599,34.7829,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-112(JA/OY-112),228.5,187.8,133.8423333,34.78877778,http://maps.gsi.go.jp/#15/34.7829/133.8599
JA/OY-113,"Japan - Honshu",Okayama,JA/OY-113,405,1329,133.6101,34.5733,133.6101,34.5733,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-113(JA/OY-113),39.6,365.1,133.4682222,34.59455556,http://maps.gsi.go.jp/#15/34.5733/133.6101
JA/OY-114,"Japan - Honshu",Okayama,JA/OY-114,403,1322,133.9644,34.5591,133.9644,34.5591,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-114(JA/OY-114),5.7,397.4,133.7464444,34.59855556,http://maps.gsi.go.jp/#15/34.5591/133.9644
JA/OY-115,"Japan - Honshu",Okayama,JA/OY-115,400,1312,133.6252,34.6352,133.6252,34.6352,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-115(JA/OY-115),127.1,273.2,133.613,34.67211111,http://maps.gsi.go.jp/#15/34.6352/133.6252
JA/OY-116,"Japan - Honshu",Okayama,JA/OY-116,399,1309,134.1903,34.7721,134.1903,34.7721,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-116(JA/OY-116),116.4,281.9,134.2622222,34.793,http://maps.gsi.go.jp/#15/34.7721/134.1903
JA/OY-117,"Japan - Honshu",Okayama,JA/OY-117,392,1286,134.2941,34.7613,134.2941,34.7613,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-117(JA/OY-117),156.2,235.4,134.3168889,34.78144445,http://maps.gsi.go.jp/#15/34.7613/134.2941
JA/OY-118,"Japan - Honshu",Okayama,JA/OY-118,387,1270,133.6925,34.705,133.6925,34.705,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-118(JA/OY-118),188.1,198.5,133.6491111,34.69233333,http://maps.gsi.go.jp/#15/34.7050/133.6925
JA/OY-119,"Japan - Honshu",Okayama,JA/OY-119,384,1260,134.1062,34.8327,134.1062,34.8327,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-119(JA/OY-119),108.4,273.8,134.0947778,34.82666667,http://maps.gsi.go.jp/#15/34.8327/134.1062
JA/OY-120,"Japan - Honshu",Okayama,JA/OY-120,384,1260,133.6443,34.6454,133.6443,34.6454,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-120(JA/OY-120),207.1,176.4,133.6393333,34.645,http://maps.gsi.go.jp/#15/34.6454/133.6443
JA/OY-121,"Japan - Honshu",Okayama,JA/OY-121,370,1214,134.1608,34.8242,134.1608,34.8242,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-121(JA/OY-121),108.7,262.8,134.1483333,34.83233333,http://maps.gsi.go.jp/#15/34.8242/134.1608
JA/OY-122,"Japan - Honshu",Okayama,JA/OY-122,368,1207,134.2285,34.8204,134.2285,34.8204,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-122(JA/OY-122),192.3,171.4,134.2337778,34.82222222,http://maps.gsi.go.jp/#15/34.8204/134.2285
JA/OY-123,"Japan - Honshu",Okayama,JA/OY-123,365,1198,134.0015,35.0385,134.0015,35.0385,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-123(JA/OY-123),193.6,168,134.0001111,35.03533333,http://maps.gsi.go.jp/#15/35.0385/134.0015
JA/OY-124,"Japan - Honshu",Okayama,JA/OY-124,351,1152,134.0794,34.7812,134.0794,34.7812,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-124(JA/OY-124),66.8,283.9,134.0345556,34.79066667,http://maps.gsi.go.jp/#15/34.7812/134.0794
JA/OY-126,"Japan - Honshu",Okayama,JA/OY-126,342,1122,134.1391,34.9774,134.1391,34.9774,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-126(JA/OY-126),149.4,194.3,134.169,34.98488889,http://maps.gsi.go.jp/#15/34.9774/134.1391
JA/OY-127,"Japan - Honshu",Okayama,JA/OY-127,341,1119,134.2437,34.7991,134.2437,34.7991,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-127(JA/OY-127),118.5,222,134.217,34.797,http://maps.gsi.go.jp/#15/34.7991/134.2437
JA/OY-128,"Japan - Honshu",Okayama,JA/OY-128,341,1119,133.967,34.7762,133.967,34.7762,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-128(JA/OY-128),177.5,163.2,133.9767778,34.78033333,http://maps.gsi.go.jp/#15/34.7762/133.9670
JA/OY-129,"Japan - Honshu",Okayama,JA/OY-129,340,1115,134.1051,34.9483,134.1051,34.9483,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-129(JA/OY-129),157.3,179.4,134.0867778,34.96777778,http://maps.gsi.go.jp/#15/34.9483/134.1051
JA/OY-131,"Japan - Honshu",Okayama,JA/OY-131,327,1073,134.1482,34.7256,134.1482,34.7256,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-131(JA/OY-131),28.7,294.9,134.1502222,34.73866667,http://maps.gsi.go.jp/#15/34.7256/134.1482
JA/OY-132,"Japan - Honshu",Okayama,JA/OY-132,320,1050,133.5473,34.471,133.5473,34.471,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-132(JA/OY-132),19.4,302,133.5598889,34.51322222,http://maps.gsi.go.jp/#15/34.4710/133.5473
JA/OY-133,"Japan - Honshu",Okayama,JA/OY-133,319,1047,134.2472,34.7428,134.2472,34.7428,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-133(JA/OY-133),98.3,219.2,134.2732222,34.75255556,http://maps.gsi.go.jp/#15/34.7428/134.2472
JA/OY-134,"Japan - Honshu",Okayama,JA/OY-134,307,1007,133.8867,34.5249,133.8867,34.5249,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-134(JA/OY-134),57.6,248.5,133.9042222,34.48566667,http://maps.gsi.go.jp/#15/34.5249/133.8867
JA/OY-135,"Japan - Honshu",Okayama,JA/OY-135,306,1004,133.5066,34.4601,133.5066,34.4601,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-135(JA/OY-135),1.9,302.3,133.5116667,34.48544444,http://maps.gsi.go.jp/#15/34.4601/133.5066
JA/OY-136,"Japan - Honshu",Okayama,JA/OY-136,302,991,133.7596,34.6465,133.7596,34.6465,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-136(JA/OY-136),14.8,287.2,133.7388889,34.67088889,http://maps.gsi.go.jp/#15/34.6465/133.7596
JA/OY-137,"Japan - Honshu",Okayama,JA/OY-137,300,984,134.0724,34.8258,134.0724,34.8258,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-137(JA/OY-137),117.6,182.4,134.0532222,34.82588889,http://maps.gsi.go.jp/#15/34.8258/134.0724
JA/OY-138,"Japan - Honshu",Okayama,JA/OY-138,292,958,133.9949,34.7238,133.9949,34.7238,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-138(JA/OY-138),38.3,253.1,133.9946667,34.733,http://maps.gsi.go.jp/#15/34.7238/133.9949
JA/OY-139,"Japan - Honshu",Okayama,JA/OY-139,292,958,134.1651,35.0062,134.1651,35.0062,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-139(JA/OY-139),127.2,164.9,134.1886667,35.02066667,http://maps.gsi.go.jp/#15/35.0062/134.1651
JA/OY-140,"Japan - Honshu",Okayama,JA/OY-140,289,948,133.5864,34.501,133.5864,34.501,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-140(JA/OY-140),37.6,249.6,133.5622222,34.47733333,http://maps.gsi.go.jp/#15/34.5010/133.5864
JA/OY-141,"Japan - Honshu",Okayama,JA/OY-141,284,932,133.7827,34.5113,133.7827,34.5113,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-141(JA/OY-141),58.9,223.6,133.8074444,34.51633333,http://maps.gsi.go.jp/#15/34.5113/133.7827
JA/OY-142,"Japan - Honshu",Okayama,JA/OY-142,270,886,133.6083,34.5978,133.6083,34.5978,1,0,01/07/2015,31/12/2099,0,"","",Saddle-JA/OY-142(JA/OY-142),58,212,133.6148889,34.59111111,http://maps.gsi.go.jp/#15/34.5978/133.6083
